sample_index,source_index,jid,formula,nat,space_group_number,crystal_system,formation_energy_peratom,optb88vdw_bandgap,split
329,80977,JVASP-178774,NbCoO,3,187,hexagonal,-0.51788,0.0,train
330,27107,JVASP-79252,CrS,4,194,hexagonal,-0.52662,0.0,train
331,58419,JVASP-128081,MoPt3,4,221,cubic,-0.14201,0.0,train
332,59934,JVASP-143935,Mg2V3O8,13,12,monoclinic,-2.69521,0.0,train
333,21909,JVASP-107268,Yb4Y,5,166,trigonal,0.0405,0.0,train
334,10514,JVASP-71483,BeTl2Cl,4,99,tetragonal,0.07568,0.0,train
335,84568,JVASP-170403,Sr2La2MgRu3O12,20,1,triclinic,-2.46634,0.0,train
336,57354,JVASP-127422,NaGe7,8,215,cubic,0.22701,0.0,train
337,488,JVASP-63924,Ba4MoPd,6,216,cubic,1.12931,0.0,train
338,79011,JVASP-184416,ScNi4Os,6,216,cubic,-0.19122,0.0,train
339,58576,JVASP-126618,AcTm,2,187,hexagonal,0.12561,0.0,train
340,56674,JVASP-127003,PmCu3,4,221,cubic,0.11514,0.0,train
341,67792,JVASP-138635,NbSCl2,4,71,orthorhombic,-1.05734,0.0,train
342,56742,JVASP-121571,Y2Co5Ni5,12,47,orthorhombic,-0.21007,0.0,train
343,72432,JVASP-157255,Pr2TlCu,4,225,cubic,-0.24457,0.0,train
344,3646,JVASP-90062,ScSiRu,9,189,hexagonal,-0.88642,0.0,train
345,3311,JVASP-65203,Li4BeRu,6,216,cubic,0.34555,0.0,train
346,61263,JVASP-139828,Li3Fe2Co2O8,15,12,monoclinic,-1.64088,0.0,train
347,75823,JVASP-156428,BaNaAu,3,216,cubic,-0.49247,0.0,train
348,10351,JVASP-70462,Be2ReGe,4,119,tetragonal,0.03229,0.0,train
349,54263,JVASP-118725,MgTaO,3,6,monoclinic,2.62115,0.0,train
350,251,JVASP-86502,ThTi2O6,9,12,monoclinic,-3.55196,2.966,train
351,60546,JVASP-144185,KAlSi3O8,26,5,monoclinic,-2.96505,4.784,train
352,42825,JVASP-109010,Li3SbS3,7,160,trigonal,-1.07126,2.625,train
353,77938,JVASP-172201,BaNdFe2O5,9,123,tetragonal,-2.3725,0.0,train
354,93542,JVASP-188740,Y3MgSc2,6,123,tetragonal,-0.00537,0.0,train
355,28421,JVASP-79993,HoGaRh2,4,225,cubic,-0.84728,0.0,train
356,23493,JVASP-19104,Ca3AsN,20,62,orthorhombic,-1.27905,0.953,train
357,38331,JVASP-37053,Ti2CoGe,4,216,cubic,-0.26023,0.0,train
358,2491,JVASP-97611,FeS,24,190,hexagonal,-0.38194,0.0,train
359,31264,JVASP-21455,ScNiGe,12,62,orthorhombic,-0.83504,0.0,train
360,43644,JVASP-56666,YMoO4F,28,14,monoclinic,-3.0563,3.746,train
361,22902,JVASP-50625,Sr2Hf7O16,25,148,trigonal,-3.74844,4.52,train
362,46485,JVASP-26809,RbTlS2O8,12,155,trigonal,-1.42631,2.074,train
363,12372,JVASP-74863,Be2VCr,4,119,tetragonal,0.05236,0.0,train
364,1929,JVASP-97360,Cu5Se2Cl2O8,34,14,monoclinic,-0.72363,0.0,train
365,45905,JVASP-16247,SmTiGe,6,139,tetragonal,-0.63944,0.0,train
366,85399,JVASP-172802,CdHgTe2,4,160,trigonal,-0.17253,0.0,train
367,18769,JVASP-102192,Nb2AlB6,9,191,hexagonal,-0.44608,0.0,train
368,38130,JVASP-37507,YbAcRh2,4,225,cubic,-0.65032,0.0,train
369,69034,JVASP-152955,Sc2Si2Pt3,14,55,orthorhombic,-1.16672,0.0,train
370,49122,JVASP-111734,Pr3IrBr3,28,214,cubic,-1.48202,0.0,train
371,81196,JVASP-168149,YAsSe,12,62,orthorhombic,-1.54436,0.308,train
372,17251,JVASP-102224,CdPb3Se4,8,166,trigonal,-0.56654,0.629,train
373,14400,JVASP-93530,CaMg2,6,194,hexagonal,0.05284,0.0,train
374,25068,JVASP-55529,YCrB4,24,55,orthorhombic,-0.68485,0.263,train
375,59386,JVASP-143167,Ho6Co2Sn,18,71,orthorhombic,-0.39118,0.0,train
376,11408,JVASP-93919,CoTeMo,6,59,orthorhombic,0.44116,0.0,train
377,48056,JVASP-110869,Tb3Tm,4,221,cubic,0.01,0.0,train
378,33226,JVASP-35069,SmCoSi,6,129,tetragonal,-0.68095,0.0,train
379,44724,JVASP-109261,Ac3Pm,8,194,hexagonal,0.029,0.0,train
380,17962,JVASP-102066,K2TaAgCl6,10,225,cubic,-1.30685,0.0,train
381,42077,JVASP-24841,Y6OsI10,17,2,triclinic,-1.27693,0.0,train
382,25885,JVASP-34795,H4NClO,28,14,monoclinic,-0.48275,5.583,train
383,28401,JVASP-11596,AlMo4S8,13,216,cubic,-0.96649,0.0,train
384,90291,JVASP-187084,TaV2W,4,123,tetragonal,0.09848,0.0,train
385,50283,JVASP-115178,LiB2,3,65,orthorhombic,0.21651,0.0,train
386,83023,JVASP-163810,Li2Mn3O7,24,2,triclinic,-2.01691,0.717,train
387,25160,JVASP-13803,TlAgSe,12,62,orthorhombic,-0.25187,0.67,train
388,10300,JVASP-92312,MgSn,2,225,cubic,0.03661,0.0,train
389,35536,JVASP-38287,RbTl3,4,225,cubic,-0.0615,0.0,train
390,673,JVASP-38764,ZnFeRh2,4,225,cubic,-0.235,0.0,train
391,33901,JVASP-25266,K,2,11,monoclinic,0.00136,0.0,train
392,77366,JVASP-158660,SmScGe,6,139,tetragonal,-0.74696,0.0,train
393,1090,JVASP-18464,Li4H4Rh,9,87,tetragonal,-0.44933,0.0,train
394,73851,JVASP-152388,KAlS2O8,12,12,monoclinic,-1.99994,5.836,train
395,73793,JVASP-145394,LaSm3Fe4O12,20,6,monoclinic,-2.62015,0.0,train
396,50818,JVASP-115508,ScBO3,5,221,cubic,-2.31697,1.955,train
397,58678,JVASP-126664,TmNb,2,187,hexagonal,0.33957,0.0,train
398,31962,JVASP-20388,CeAl2,6,227,cubic,-0.46661,0.0,train
399,85156,JVASP-163547,CeTa3O9,26,12,monoclinic,-3.23168,0.0,train
400,54379,JVASP-120330,MgRhO,3,6,monoclinic,1.679,0.0,train
401,29356,JVASP-36237,RuO2,3,225,cubic,-1.06245,0.792,train
402,82292,JVASP-183291,MnZnO4,6,65,orthorhombic,-1.28506,0.0,train
403,52705,JVASP-118944,Rb2TeAu,4,139,tetragonal,-0.66215,0.0,train
404,74528,JVASP-150643,PrZnPd,9,189,hexagonal,-0.7242,0.0,train
405,10696,JVASP-92598,LaMnO3,5,221,cubic,-2.83404,0.0,train
406,21354,JVASP-48545,Ca3MnO4,8,65,orthorhombic,-2.76818,1.23,train
407,86167,JVASP-170444,RbMgAlF6,18,74,orthorhombic,-3.66764,6.639,train
408,72056,JVASP-151435,BaReH9,11,155,trigonal,-0.22844,3.161,train
409,40724,JVASP-17944,CrP,8,62,orthorhombic,-0.5091,0.0,train
410,38035,JVASP-37858,Al2CoOs,4,225,cubic,-0.5312,0.0,train
411,6317,JVASP-48011,Li4Mn2Cr3Co3O16,28,8,monoclinic,-1.87352,0.0,train
412,19088,JVASP-14994,CdAg,2,221,cubic,-0.05048,0.0,train
413,80915,JVASP-170999,ZnO,8,136,tetragonal,-1.55639,0.968,train
414,56206,JVASP-128321,Yb3Cd,4,221,cubic,-0.16618,0.0,train
415,92742,JVASP-191113,HfZrIn2,4,123,tetragonal,-0.24619,0.0,train
416,48371,JVASP-110565,MnCoB2,8,26,orthorhombic,-0.34359,0.0,train
417,4728,JVASP-61365,V5As3C,18,193,hexagonal,-0.40835,0.0,train
418,4306,JVASP-16044,MnB,8,62,orthorhombic,-0.42559,0.0,train
419,65409,JVASP-143608,Tm3Sb4Au3,20,220,cubic,-0.77683,0.587,train
420,13874,JVASP-94061,Mg6VW,8,38,orthorhombic,0.22753,0.0,train
421,31523,JVASP-35823,YPt3C,5,221,cubic,-0.30765,0.0,train
422,19955,JVASP-103647,PrMgIn,9,189,hexagonal,-0.45748,0.0,train
423,4498,JVASP-66216,BaHgPb,3,216,cubic,-0.01451,0.0,train
424,36766,JVASP-79537,NaN3,4,12,monoclinic,1.54133,0.0,train
425,12100,JVASP-106137,Al2Te3,10,9,monoclinic,-0.48565,1.456,train
426,90830,JVASP-187728,BaB2Ru2,5,139,tetragonal,-0.30982,0.0,train
427,40866,JVASP-12695,MnO2,12,227,cubic,-1.72697,0.437,train
428,39588,JVASP-46022,Lu3AlO6,20,36,orthorhombic,-3.79093,4.54,train
429,20683,JVASP-16077,Te4Pt3,7,166,trigonal,-0.35471,0.0,train
430,69116,JVASP-150457,KTh2Se6,9,71,orthorhombic,-1.57697,0.0,train
431,20522,JVASP-28456,MoW2Se6,9,187,hexagonal,-0.56018,1.14,train
432,46780,JVASP-17495,Pr3InC,5,221,cubic,1.54451,0.0,train
433,66984,JVASP-141080,Ga2NiO4,14,227,cubic,-1.59921,0.0,train
434,11725,JVASP-74945,SrBeBi2,4,119,tetragonal,0.08141,0.0,train
435,84464,JVASP-164200,Ta3Bi2S6,22,193,hexagonal,-0.97475,0.0,train
436,43027,JVASP-13928,PdSe2Cl6,18,15,monoclinic,-0.35587,1.629,train
437,42216,JVASP-25791,Tl3Ga9S13O2,27,174,hexagonal,-0.87571,2.253,train
438,41266,JVASP-14506,Ti3Pt,8,223,cubic,-0.6652,0.0,train
439,79302,JVASP-182828,VAgS2,4,99,tetragonal,-0.38547,0.0,train
440,84282,JVASP-173342,PrNiB4,24,139,tetragonal,-0.52988,0.0,train
441,73788,JVASP-146319,KBiF6,16,132,tetragonal,-2.27665,2.556,train
442,78853,JVASP-168468,Ac2Mg,3,139,tetragonal,-0.05483,0.0,train
443,15257,JVASP-105608,ZrZnPd2,4,225,cubic,-0.65834,0.0,train
444,17009,JVASP-100382,InPb,2,166,trigonal,0.00444,0.0,train
445,91430,JVASP-194628,Nb5Tc,6,123,tetragonal,-0.13317,0.0,train
446,13355,JVASP-74740,Ca2BeIn,4,123,tetragonal,-0.0744,0.0,train
447,52401,JVASP-118771,SrTiN,3,99,tetragonal,0.4731,0.0,train
448,24182,JVASP-50517,LiNdTi2O6,20,125,tetragonal,-3.22011,2.351,train
449,42855,JVASP-109022,Ba2Tc2O5,9,123,tetragonal,-2.07657,0.0,train
450,13718,JVASP-94123,Mg6CdCo,8,38,orthorhombic,0.07509,0.0,train
451,56151,JVASP-122408,Li7Mn4CoO12,24,1,triclinic,-2.05963,0.0,train
452,11711,JVASP-74185,Be2NbTc,4,119,tetragonal,0.01652,0.0,train
453,93894,JVASP-188151,YSi2Ni2,5,139,tetragonal,-0.8436,0.0,train
454,64450,JVASP-111556,Li2TiCr3O8,14,166,trigonal,-2.44449,0.0,train
455,83346,JVASP-183733,CaNiS2,4,99,tetragonal,-1.01721,0.0,train
456,92846,JVASP-191115,ZrRhPt2,4,123,tetragonal,-1.0056,0.0,train
457,52903,JVASP-119389,Li4Ti5Co3O16,28,8,monoclinic,-2.53768,0.124,train
458,88834,JVASP-171385,Ho5Ni2Bi,16,140,tetragonal,-0.5069,0.0,train
459,53592,JVASP-119700,Fe4OF6,22,2,triclinic,-1.80531,0.0,train
460,51215,JVASP-113452,BO3,4,1,triclinic,-0.79764,0.0,train
461,84520,JVASP-178902,TaH2O2,5,164,trigonal,-0.84052,0.0,train
462,93491,JVASP-192041,Ti2TcMo,4,123,tetragonal,-0.2911,0.0,train
463,71663,JVASP-152617,SrMgF4,12,63,orthorhombic,-3.93055,6.523,train
464,20732,JVASP-102001,H6C11O4,42,2,triclinic,-0.28477,2.882,train
465,80808,JVASP-184490,PPdO2,4,99,tetragonal,-0.51567,0.0,train
466,20365,JVASP-101961,CdH14C9O4,28,1,triclinic,-0.39031,3.88,train
467,91744,JVASP-193758,AlRh2Pt,4,123,tetragonal,-0.55457,0.0,train
468,88863,JVASP-165393,La3Si2S8Br,28,15,monoclinic,-1.69797,2.778,train
469,84149,JVASP-179578,Ba3InSb,5,221,cubic,-0.38076,0.0,train
470,67473,JVASP-139159,SrAlF,3,99,tetragonal,-1.25694,0.0,train
471,76516,JVASP-158257,RbTl2Pb2,5,139,tetragonal,-0.06705,0.0,train
472,19232,JVASP-100987,In3Si,8,194,hexagonal,0.28194,0.0,train
473,34874,JVASP-38333,NdDy3,4,221,cubic,0.01553,0.0,train
474,46460,JVASP-17578,Zr2InC,8,194,hexagonal,-0.75834,0.0,train
475,4502,JVASP-65682,KBaSe2,4,123,tetragonal,-1.44642,0.0,train
476,20378,JVASP-102729,LaAlCu4,6,65,orthorhombic,-0.32994,0.0,train
477,47921,JVASP-110668,K2LiMoBr6,10,225,cubic,-1.28832,1.192,train
478,92015,JVASP-192543,NiSeS,3,156,trigonal,-0.31181,0.0,train
479,57950,JVASP-126463,Pd3Cl,4,221,cubic,0.3604,0.0,train
480,70189,JVASP-154078,AgSbTe2,16,227,cubic,-0.0932,0.0,train
481,48584,JVASP-100065,CrSbO4,6,119,tetragonal,-1.68011,0.0,train
482,78492,JVASP-170924,Bi2S2O,10,129,tetragonal,-0.77828,1.057,train
483,32629,JVASP-41159,MgSnIr2,4,225,cubic,-0.34153,0.0,train
484,34357,JVASP-39161,LaHoMg2,4,225,cubic,-0.08392,0.0,train
485,476,JVASP-86851,Nd3MnBi5,18,193,hexagonal,-0.5453,0.0,train
486,50650,JVASP-115398,PdF2,3,47,orthorhombic,-1.02943,0.0,train
487,85168,JVASP-165302,PNClF,24,36,orthorhombic,-1.12474,5.253,train
488,57234,JVASP-126264,NaU,2,187,hexagonal,0.56353,0.0,train
489,77639,JVASP-161732,Li6I3N,10,87,tetragonal,-1.04166,2.651,train
490,62209,JVASP-141640,Li4Mn5Co3O16,28,8,monoclinic,-1.78674,0.0,train
491,2458,JVASP-88858,UMo5O16,22,3,monoclinic,-2.34384,0.0,train
492,32267,JVASP-35059,PaP2,6,129,tetragonal,-1.10319,0.0,train
493,82805,JVASP-169659,Er2TlHg,4,225,cubic,-0.36312,0.0,train
494,79683,JVASP-169530,Mn7PbO12,20,204,cubic,-1.75593,0.0,train
495,48257,JVASP-106279,Ti3Nb,8,194,hexagonal,0.0755,0.0,train
496,78734,JVASP-166135,CeSn4Pd2,14,63,orthorhombic,-0.56015,0.0,train
497,71127,JVASP-151203,Sc2SiNi3,12,194,hexagonal,-0.74477,0.0,train
498,32679,JVASP-35869,ErZnGa,6,186,hexagonal,-0.595,0.0,train
499,58409,JVASP-128079,MgPt3,4,221,cubic,-0.63798,0.0,train
500,48320,JVASP-110499,InAgI2,4,123,tetragonal,-0.16266,0.0,train
501,10560,JVASP-94759,SrMg6Al,8,38,orthorhombic,-0.00181,0.0,train
502,78848,JVASP-176347,ZrB2Mo3C2,8,38,orthorhombic,-0.47181,0.0,train
503,2592,JVASP-97470,Si3N4,28,159,trigonal,-0.4503,1.431,train
504,25989,JVASP-50020,Ti3N2O3,16,63,orthorhombic,-2.51906,1.483,train
505,85823,JVASP-167981,TbAl2Au2,10,129,tetragonal,-0.76907,0.0,train
506,89958,JVASP-191158,LiZnSiNi,4,216,cubic,-0.32083,0.0,train
507,24047,JVASP-47838,Li3Ti2Fe3O10,18,2,triclinic,-2.20297,0.0,train
508,41029,JVASP-17774,Tb2In,6,194,hexagonal,-0.36216,0.0,train
509,87210,JVASP-176242,La4B2N5,11,12,monoclinic,-1.55749,0.0,train
510,7708,JVASP-73741,CaHfBe2,4,225,cubic,0.32106,0.0,train
511,48660,JVASP-114200,AgPS4,6,82,tetragonal,-0.01375,0.0,train
512,8619,JVASP-75853,NaRe2As,4,216,cubic,0.57755,0.0,train
513,8152,JVASP-91597,UInPt2,8,194,hexagonal,-0.49116,0.0,train
514,84717,JVASP-167951,Ca2GePd2,10,43,orthorhombic,-0.85305,0.0,train
515,11498,JVASP-1375,Li3N,4,191,hexagonal,-0.52731,1.292,train
516,82378,JVASP-176814,SiO2,24,120,tetragonal,-2.87218,5.646,train
517,14413,JVASP-92675,PdN2Cl2,5,1,triclinic,0.83209,0.0,train
518,35601,JVASP-38880,Hf2MnRh,4,225,cubic,-0.56911,0.0,train
519,8854,JVASP-67896,KBeNi2,4,119,tetragonal,0.96696,0.0,train
520,6239,JVASP-18658,TmCd3,8,63,orthorhombic,-0.27526,0.0,train
521,7161,JVASP-63282,Yb4As3,14,220,cubic,-1.26717,0.0,train
522,60879,JVASP-144660,Na5SrNbAs4,22,9,monoclinic,-0.69219,1.176,train
523,3585,JVASP-86060,TaBe12,13,139,tetragonal,-0.13381,0.0,train
524,10160,JVASP-71822,HfBeBi,3,156,trigonal,0.49126,0.0,train
525,85599,JVASP-170433,SmAl9Fe3,13,12,monoclinic,-0.40339,0.0,train
526,34035,JVASP-42059,PrSnAu2,4,225,cubic,-0.72404,0.0,train
527,25685,JVASP-24650,BaHgS2,16,26,orthorhombic,-1.20499,1.157,train
528,32503,JVASP-23827,YbCoB4,24,55,orthorhombic,-0.48814,0.0,train
529,21514,JVASP-43362,Li2Fe3TeO8,28,156,trigonal,-1.51461,0.0,train
530,26106,JVASP-55532,PbSO3,20,62,orthorhombic,-1.40332,4.006,train
531,29475,JVASP-36286,LiCdAs,3,216,cubic,-0.25538,0.0,train
532,1642,JVASP-64928,BeNi4Rh,6,216,cubic,0.14654,0.0,train
533,92908,JVASP-187420,LiScAlNi,4,216,cubic,-0.50547,0.0,train
534,7988,JVASP-68265,MnBeRe2,4,119,tetragonal,0.1103,0.0,train
535,8929,JVASP-67897,BeCrGe2,4,119,tetragonal,0.30169,0.0,train
536,18123,JVASP-101525,CuBr2,3,123,tetragonal,-0.09403,0.0,train
537,26706,JVASP-78703,HfNiSn,3,187,hexagonal,-0.35887,0.0,train
538,65412,JVASP-141283,Cu3Bi2P2O14,21,12,monoclinic,-1.15719,0.0,train
539,87818,JVASP-167295,Na2SbPCO7,24,11,monoclinic,-1.94231,3.77,train
540,85687,JVASP-163556,PrGePt,24,59,orthorhombic,-1.10284,0.0,train
541,539,JVASP-97862,SiO2,48,55,orthorhombic,-2.87012,5.621,train
542,48171,JVASP-106267,Nd2TlCd,4,225,cubic,-0.38948,0.0,train
543,84640,JVASP-175361,CuH6N3F,11,8,monoclinic,-0.20214,0.0,train
544,55334,JVASP-123649,CSe2,3,12,monoclinic,0.72093,1.807,train
545,14408,JVASP-99003,CeBPt4,12,191,hexagonal,-0.75278,0.0,train
546,2057,JVASP-97532,Ba2ZnH6O6,30,14,monoclinic,-1.13093,3.028,train
547,49915,JVASP-112793,Ca3MnCoO6,22,15,monoclinic,-2.51916,0.316,train
548,64903,JVASP-136646,BiF2,3,10,monoclinic,-1.82447,0.0,train
549,38330,JVASP-37095,AgN,4,194,hexagonal,1.47196,0.0,train
550,86349,JVASP-161724,Rb3ErO3,28,14,monoclinic,-2.17897,2.212,train
551,25025,JVASP-31921,NO2,18,199,cubic,0.0131,0.754,train
552,62449,JVASP-133164,RbBi2Br7,20,2,triclinic,-0.98761,2.686,train
553,65702,JVASP-134495,TlCd2Se2,5,139,tetragonal,-0.27179,0.0,train
554,61984,JVASP-133154,Pr5Ir2,14,15,monoclinic,-0.54417,0.0,train
555,77446,JVASP-121382,Tb6RuBr10,17,2,triclinic,-1.61846,0.0,train
556,87252,JVASP-170474,NbVSi4,18,3,monoclinic,-0.35424,0.0,train
557,46201,JVASP-17641,CaMnGe,6,129,tetragonal,-0.36286,0.0,train
558,51326,JVASP-109715,Mn4VSe5,10,166,trigonal,-0.31832,0.0,train
559,39144,JVASP-18389,ZrH2,3,225,cubic,-0.58483,0.0,train
560,30662,JVASP-36205,TmTlTe2,4,166,trigonal,-1.05942,0.711,train
561,90098,JVASP-191874,Hf3FeTc2,6,123,tetragonal,-0.4595,0.0,train
562,2931,JVASP-98653,PdAu2F8,22,14,monoclinic,-1.15286,0.513,train
563,31259,JVASP-23312,LiNi2P3O10,32,11,monoclinic,-1.84509,0.0,train
564,10342,JVASP-71112,Y2BeSe,4,123,tetragonal,-0.83733,0.0,train
565,87998,JVASP-173910,Hf4CN3,8,166,trigonal,-1.73391,0.0,train
566,35331,JVASP-15916,PuSi2,3,191,hexagonal,-0.5058,0.0,train
567,10519,JVASP-60627,UTe3,8,63,orthorhombic,-0.54021,0.0,train
568,69863,JVASP-151160,ZrAs2,6,71,orthorhombic,-0.50206,0.0,train
569,51665,JVASP-113742,CaSbAu,3,187,hexagonal,-0.29366,0.0,train
570,31059,JVASP-36509,Cd5S4Cl2,22,15,monoclinic,-0.70819,1.681,train
571,30554,JVASP-21808,Mn2Nb,12,194,hexagonal,-0.13773,0.0,train
572,517,JVASP-97341,Ca5P12Ir19,36,189,hexagonal,-0.70766,0.0,train
573,18824,JVASP-103678,TiCu2Sn,4,123,tetragonal,-0.01048,0.0,train
574,12885,JVASP-15704,CaMn2P2,5,164,trigonal,-0.71521,0.0,train
575,69759,JVASP-147334,KAlNiF6,18,74,orthorhombic,-2.96663,1.17,train
576,220,JVASP-88121,TbB3O6,40,14,monoclinic,-2.94556,5.39,train
577,76349,JVASP-161301,Er2RhAu,4,225,cubic,-0.93066,0.0,train
578,12237,JVASP-72001,BeGe2P,4,139,tetragonal,0.57155,0.0,train
579,45642,JVASP-20529,NbRh,2,123,tetragonal,-0.40959,0.0,train
580,45207,JVASP-109679,TeI4,5,12,monoclinic,-0.05491,0.462,train
581,65204,JVASP-138014,Ba2P,3,166,trigonal,-0.92102,0.0,train
582,25777,JVASP-9406,RbAuF4,12,140,tetragonal,-1.87127,2.496,train
583,74555,JVASP-145954,LiV4CuO12,18,1,triclinic,-2.11866,0.256,train
584,12953,JVASP-74872,BeMo2Pt,4,123,tetragonal,0.20853,0.0,train
585,37239,JVASP-39358,PaBi3,8,194,hexagonal,-0.11364,0.0,train
586,20272,JVASP-22606,MnSnF6,8,148,trigonal,-2.25009,0.0,train
587,89365,JVASP-165875,LiMg,6,8,monoclinic,-0.06523,0.0,train
588,54213,JVASP-117629,BaSiTe2,4,99,tetragonal,-0.65944,0.62,train
589,86872,JVASP-163593,ZrRh,8,63,orthorhombic,-0.86151,0.0,train
590,78951,JVASP-173569,Tm5Re2C7,14,65,orthorhombic,-0.51816,0.0,train
591,35297,JVASP-38230,Rb3Mg,4,139,tetragonal,0.09577,0.0,train
592,23945,JVASP-51802,RbPH2O4,16,11,monoclinic,-1.87981,5.502,train
593,87711,JVASP-162062,Rb3Au3Cl8,28,15,monoclinic,-1.12199,0.488,train
594,62378,JVASP-141644,LiMn2O4,28,186,hexagonal,-1.99104,0.0,train
595,6025,JVASP-86810,Rb3Bi,8,194,hexagonal,-0.42597,0.0,train
596,37879,JVASP-37930,BeIn3,4,139,tetragonal,0.44576,0.0,train
597,91014,JVASP-189810,Zr2CuTc,4,123,tetragonal,-0.34594,0.0,train
598,56894,JVASP-128664,KN3,4,38,orthorhombic,0.6571,0.055,train
599,75920,JVASP-156414,HgBiPb,3,216,cubic,0.17721,0.0,train
600,53401,JVASP-117553,BaRuCl,3,99,tetragonal,0.63897,0.0,train
601,8295,JVASP-75525,Zn2AsIr,4,216,cubic,0.14754,0.0,train
602,10578,JVASP-92313,SrMg,4,12,monoclinic,-0.06043,0.0,train
603,83064,JVASP-170019,ZnGaCuSe3,6,8,monoclinic,-0.55798,0.005,train
604,85287,JVASP-178078,TbNa3Br6,20,14,monoclinic,-1.80012,4.279,train
605,52144,JVASP-112342,TiNi4GeO8,14,216,cubic,-1.51292,0.409,train
606,28385,JVASP-79452,IrN,4,131,tetragonal,0.45342,0.0,train
607,38480,JVASP-45931,Li3TiCo3O8,15,166,trigonal,-1.91097,0.635,train
608,9561,JVASP-91842,LaCoPO,8,129,tetragonal,-2.1046,0.0,train
609,27271,JVASP-79261,CrAs,4,194,hexagonal,-0.13438,0.0,train
610,19026,JVASP-102659,TiVSe4,6,10,monoclinic,-0.9374,0.0,train
611,22964,JVASP-8471,UGe2Rh2,5,139,tetragonal,-0.5078,0.0,train
612,35028,JVASP-39280,LuAl3C3,14,194,hexagonal,-0.48781,0.273,train
613,39024,JVASP-9155,Ge3N4,14,227,cubic,-0.02025,1.998,train
614,21352,JVASP-107197,MgPt5,6,189,hexagonal,-0.35446,0.0,train
615,55804,JVASP-123265,YbEr3,4,164,trigonal,0.04738,0.0,train
616,66829,JVASP-143148,NaCdPO4,28,62,orthorhombic,-2.12134,3.012,train
617,44471,JVASP-108762,LaPrC4,6,123,tetragonal,-0.30582,0.0,train
618,34036,JVASP-54475,ScCoC2,8,129,tetragonal,-0.41345,0.0,train
619,50142,JVASP-112864,NaFeBO3,12,15,monoclinic,-1.89938,0.0,train
620,82612,JVASP-183299,MnSi2Rh,4,225,cubic,-0.36094,0.0,train
621,33551,JVASP-25812,CoPtF6,8,148,trigonal,-1.53561,0.493,train
622,70487,JVASP-111588,Co3O4F2,18,12,monoclinic,-1.31512,0.0,train
623,22772,JVASP-58479,ZnFe2S4,14,227,cubic,-0.55263,0.0,train
624,58757,JVASP-128204,TcRu,2,187,hexagonal,-0.07006,0.0,train
625,15622,JVASP-100273,TbSnIr,9,189,hexagonal,-0.88259,0.0,train
626,65194,JVASP-137187,ZnSbAs,3,99,tetragonal,0.14503,0.0,train
627,603,JVASP-63959,Ba4GaGe,6,216,cubic,0.3934,0.0,train
628,79992,JVASP-162927,PrGa5Fe,7,123,tetragonal,-0.37287,0.0,train
629,25064,JVASP-11384,Cu2GeS3,12,9,monoclinic,-0.38063,0.13,train
630,47120,JVASP-41389,TmGaRh2,4,225,cubic,-0.88367,0.0,train
631,73297,JVASP-151876,AlPO4,12,186,hexagonal,-2.73297,5.165,train
632,16695,JVASP-100790,TiInPd2,4,123,tetragonal,-0.53814,0.0,train
633,33081,JVASP-39705,YbCdHg2,4,225,cubic,-0.36444,0.0,train
634,33268,JVASP-23902,Si3Bi4O12,38,220,cubic,-2.15677,4.129,train
635,3745,JVASP-63191,LiBC,6,194,hexagonal,-0.47022,1.305,train
636,57666,JVASP-127616,ZnF3,4,12,monoclinic,-1.52499,0.243,train
637,91159,JVASP-193732,HfTc2W,4,225,cubic,-0.22033,0.0,train
638,53220,JVASP-116876,Li6MnFe2O6,30,12,monoclinic,-1.71499,0.0,train
639,87856,JVASP-173468,Nb2B3,10,63,orthorhombic,-0.7032,0.0,train
640,17137,JVASP-99693,K2NaTlBr6,10,225,cubic,-1.20912,0.823,train
641,52169,JVASP-117400,Li2CrO2,5,71,orthorhombic,-1.9158,0.0,train
642,28166,JVASP-81729,Ga2RuPt,4,71,orthorhombic,-0.37569,0.0,train
643,27476,JVASP-78735,USe,2,225,cubic,-1.00607,0.0,train
644,45061,JVASP-109117,GaAg3F6,10,225,cubic,-1.65232,0.0,train
645,63218,JVASP-124548,BrO7,8,1,triclinic,0.42646,0.0,train
646,65510,JVASP-134209,TiBiO3,5,160,trigonal,-2.20065,0.0,train
647,56886,JVASP-125853,K3Ir,4,221,cubic,0.6439,0.0,train
648,85214,JVASP-171136,Tm2Ge5Rh3,20,15,monoclinic,-0.71404,0.0,train
649,87866,JVASP-175861,La3Si6N11,40,100,tetragonal,-1.44526,3.182,train
650,92801,JVASP-189463,RuN2,3,191,hexagonal,0.12427,0.0,train
651,22129,JVASP-106649,ScIn2,6,65,orthorhombic,-0.37776,0.0,train
652,44640,JVASP-109331,YSi2Ni,8,63,orthorhombic,-0.81938,0.0,train
653,90153,JVASP-194865,NbCuNi6,8,187,hexagonal,-0.12929,0.0,train
654,54643,JVASP-117985,CaPN,3,99,tetragonal,0.08132,0.0,train
655,35189,JVASP-20292,NdF3,24,165,trigonal,-4.32322,7.808,train
656,49838,JVASP-112768,NaV4Cd3O12,20,6,monoclinic,-2.10786,0.0,train
657,58701,JVASP-126674,TmPd,2,187,hexagonal,-0.76886,0.0,train
658,80739,JVASP-177388,Ho6Ni2Sn,18,71,orthorhombic,-0.45529,0.0,train
